RecipeID,RecipeTitle,VideoTitle,YouTubeLink,ThumbnailUrl
841770,Cinnamon Apples,How to Make Cinnamon Apples | MY HEAVENLY RECIPES,https://youtube.com/watch?v=h0vdxVUjq4M,https://i.ytimg.com/vi/h0vdxVUjq4M/hqdefault.jpg
213978,Pumpkin Pie Squares,Easy Pumpkin Bars with Cake Mix,https://youtube.com/watch?v=s-Sz9-sU208,https://i.ytimg.com/vi/s-Sz9-sU208/hqdefault.jpg
1101014,French Meringue Strips,How To Make French Meringue,https://youtube.com/watch?v=UJbxpWESYn8,https://i.ytimg.com/vi/UJbxpWESYn8/hqdefault.jpg
1118992,Liverwurst Ball,How do you cook LiverWurst? #dinner #appetizer #breakfast #lunch,https://youtube.com/watch?v=umhp3Rug3wM,https://i.ytimg.com/vi/umhp3Rug3wM/hqdefault.jpg
346025,Chocolate Frosting,One Minute Chocolate Frosting Recipe,https://youtube.com/watch?v=trxUTyiLgic,https://i.ytimg.com/vi/trxUTyiLgic/hqdefault.jpg
437891,Cowboy Stew,THE BEST COWBOY STEW RECIPE,https://youtube.com/watch?v=lj08RaTMBYQ,https://i.ytimg.com/vi/lj08RaTMBYQ/hqdefault.jpg
1766509,Emeril's Corn Tortillas,Skirt Steak Taco Bar with Homemade Corn Tortillas | Emeril Lagasse,https://youtube.com/watch?v=nixjHb5HMI8,https://i.ytimg.com/vi/nixjHb5HMI8/hqdefault.jpg
1498855,"Crab, Grapefruit And Watercress Salad","Recipe Grilled Soft-Shell Crabs with Watercress, Avocado, and Mango Salad with Grapefruit",https://youtube.com/watch?v=U2A0ARp0tsU,https://i.ytimg.com/vi/U2A0ARp0tsU/hqdefault.jpg
1128277,Baked Cabbage (Bulgaria),My Grandma&#39;s Recipes: Oven-baked cabbage with pork / Зеле с месо,https://youtube.com/watch?v=pgHWLnYpe2E,https://i.ytimg.com/vi/pgHWLnYpe2E/hqdefault.jpg
1939673,Tricolor Coleslaw,Copycat KFC coleslaw recipe hack #shorts,https://youtube.com/watch?v=2SIipzhWLQA,https://i.ytimg.com/vi/2SIipzhWLQA/hqdefault.jpg
1796581,Curried Crab,CURRY CRAB LEGS/ CRAB CURRY| recipe guyanese style,https://youtube.com/watch?v=PotFWN_7RMc,https://i.ytimg.com/vi/PotFWN_7RMc/hqdefault.jpg
711726,Chocolate Buttermilk Cake,Claire Saffitz&#39;s Chocolate Buttermilk Cake | Dessert Person | Recipe Test Review,https://youtube.com/watch?v=6FhL03Llbnk,https://i.ytimg.com/vi/6FhL03Llbnk/hqdefault.jpg
1632280,Roasted Brussels Sprouts With Maple Bacon Dressing,Maple Bacon Brussel Sprouts! #SHORTS,https://youtube.com/watch?v=kp4Fx-Qeq0o,https://i.ytimg.com/vi/kp4Fx-Qeq0o/hqdefault.jpg
116562,Pretzel Salad Or Dessert,Strawberry Pretzel Salad Recipe - Best Party Dessert!,https://youtube.com/watch?v=HSlBKL8wQdg,https://i.ytimg.com/vi/HSlBKL8wQdg/hqdefault.jpg
1139604,Best Of Bridge Danish Glogg,Glogg:   A Swedish Christmas Beverage Ep. 31,https://youtube.com/watch?v=iEKqZk6zOWI,https://i.ytimg.com/vi/iEKqZk6zOWI/hqdefault.jpg
272769,Peanut Butter Pie,Amazing Peanut Butter Pie Recipe,https://youtube.com/watch?v=OqZNe-gfzGg,https://i.ytimg.com/vi/OqZNe-gfzGg/hqdefault.jpg
1536919,Osso Buco,The EASIEST Osso Buco Recipe Ever!,https://youtube.com/watch?v=f1ydTuESo7g,https://i.ytimg.com/vi/f1ydTuESo7g/hqdefault.jpg
1829081,Banana Banshee Recipe,Banana Banshee Cocktail - TheFNDC.com,https://youtube.com/watch?v=UlsI98KKGc4,https://i.ytimg.com/vi/UlsI98KKGc4/hqdefault.jpg
710401,Beef Stew,How To Make Delicious Beef Stew | Quick &amp; Easy Beef Stew Recipe #MrMakeItHappen #BeefStew,https://youtube.com/watch?v=fmCJhIe8aMY,https://i.ytimg.com/vi/fmCJhIe8aMY/hqdefault.jpg
514310,Potato Candy,Dylan Hollis - POTATO CANDY | GREAT DEPRESSION,https://youtube.com/watch?v=6pmipEEqiVc,https://i.ytimg.com/vi/6pmipEEqiVc/hqdefault.jpg
1142267,Red Bean Chili,Quick and Easy Chili Recipe | With beans #recipe #cooking,https://youtube.com/watch?v=ePpz14L7j4c,https://i.ytimg.com/vi/ePpz14L7j4c/hqdefault.jpg
810055,Green Bean Casserole,Flavorful &amp; Easy Green Bean Casserole,https://youtube.com/watch?v=47l9FkV1HaE,https://i.ytimg.com/vi/47l9FkV1HaE/hqdefault.jpg
969130,Porcini Dusted Chicken Scaloppine,Chicken Scallopini with Mushrooms &amp; Piccata Sauce Full Video,https://youtube.com/watch?v=PnAld2Nayvk,https://i.ytimg.com/vi/PnAld2Nayvk/hqdefault.jpg
1076256,Curried Chicken Salad With Cashews,Ina Garten&#39;s Curried Chicken Salad | Barefoot Contessa | Food Network,https://youtube.com/watch?v=ZkvkbuHfFzY,https://i.ytimg.com/vi/ZkvkbuHfFzY/hqdefault.jpg
2066594,Shrimp Remoulade Recipe,Emeril Lagasse&#39;s New Orleans Shrimp Remoulade Recipe - Martha Stewart,https://youtube.com/watch?v=0AUbfclwiNU,https://i.ytimg.com/vi/0AUbfclwiNU/hqdefault.jpg
578308,Crock-Pot Apple Butter,How To Make Crockpot Apple Butter,https://youtube.com/watch?v=nnKpHF8wQ0g,https://i.ytimg.com/vi/nnKpHF8wQ0g/hqdefault.jpg
1083717,Italian Lentil And Barley Soup,The Cheap And Easy Soup I Make Every Week In The Fall,https://youtube.com/watch?v=yKEhXivJGCw,https://i.ytimg.com/vi/yKEhXivJGCw/hqdefault.jpg
1411144,Blue Smoothie,Blue Raspberry Smoothie Bowl 🫐,https://youtube.com/watch?v=6FpUkoa001U,https://i.ytimg.com/vi/6FpUkoa001U/hqdefault.jpg
1086580,Slow-Cooked Sausage Spanish Rice,Sausage Rice Recipe - Rice on the pressure pan - Instant pot recipes,https://youtube.com/watch?v=Cr8MI_o4QfQ,https://i.ytimg.com/vi/Cr8MI_o4QfQ/hqdefault.jpg
159031,Micro-Easy Sweet N Sour Chicken,Microwave Sweet and Sour Chicken: Springfield Family Center Meal Guide,https://youtube.com/watch?v=QK_jT9P7pUM,https://i.ytimg.com/vi/QK_jT9P7pUM/hqdefault.jpg
1967298,Gluten Free Banana Bread Recipe,"Healthy and Tasty Banana Bread Recipe! Perfect for Breakfast, Gluten Free!",https://youtube.com/watch?v=dXwD9whLSSg,https://i.ytimg.com/vi/dXwD9whLSSg/hqdefault.jpg
2196310,Fresh Corn Spoon Bread,Fresh Corn Spoonbread | Southern Living,https://youtube.com/watch?v=DAB32gbyP6Y,https://i.ytimg.com/vi/DAB32gbyP6Y/hqdefault.jpg
196965,Hearty Meat Filling,How to make a Hearty Beef Stew | MyHealthyDish,https://youtube.com/watch?v=yhz6F3zx3iU,https://i.ytimg.com/vi/yhz6F3zx3iU/hqdefault.jpg
190151,Chicken Parmesan Casserole,Dump and Bake Chicken Parmesan Casserole 😊,https://youtube.com/watch?v=AqqUL_CwdNc,https://i.ytimg.com/vi/AqqUL_CwdNc/hqdefault.jpg
1158141,Lamb Shank & Lentil Soup,Lamb Shank and Famous Lentil Soup at Famous Dave’s,https://youtube.com/watch?v=tIyYIApVtjQ,https://i.ytimg.com/vi/tIyYIApVtjQ/hqdefault.jpg
502643,Chinese Beets,The best way to eat BEETS! #shorts,https://youtube.com/watch?v=F8jGtQjiUfY,https://i.ytimg.com/vi/F8jGtQjiUfY/hqdefault.jpg
977834,Mashed Potatoes Zip N Steam Style,STEAMED POTATOES,https://youtube.com/watch?v=kTzNQhhrM6U,https://i.ytimg.com/vi/kTzNQhhrM6U/hqdefault.jpg
1940961,Cream Horns,Italian Cream Horns - TIPS,https://youtube.com/watch?v=zpnB-UOHGRw,https://i.ytimg.com/vi/zpnB-UOHGRw/hqdefault.jpg
1272026,Burgundy Mushroom Sauce ,Red Wine Mushroom Reduction for Steaks! 🍷🍄 #redwine #reduction #steaks #sauce,https://youtube.com/watch?v=TVCW57DsEJI,https://i.ytimg.com/vi/TVCW57DsEJI/hqdefault.jpg
594154,Sour Cream Pound Cake,Sour Cream Pound Cake,https://youtube.com/watch?v=1vE4RRBtmk0,https://i.ytimg.com/vi/1vE4RRBtmk0/hqdefault.jpg
1453649,Seared Pork With Cranberry-Orange Sauce,Pork Medallions with Cranberry Orange Wine Sauce,https://youtube.com/watch?v=ecJa2iygXTM,https://i.ytimg.com/vi/ecJa2iygXTM/hqdefault.jpg
426344,Tomato Gravy,EASY AND DELICIOUS TOMATO GRAVY | HOW MAKE TOMATO GRAVY | BASIC TOMATO GRAVY,https://youtube.com/watch?v=bTUffvB5vT0,https://i.ytimg.com/vi/bTUffvB5vT0/hqdefault.jpg
742586,Tater Tot Casserole,EASY TATER TOT CASSEROLE RECIPE!,https://youtube.com/watch?v=c55qNdgAy1U,https://i.ytimg.com/vi/c55qNdgAy1U/hqdefault.jpg
562738,Beef Brisket Roast,Simple Beef Brisket | Gordon Ramsay,https://youtube.com/watch?v=gh48wM6bPWQ,https://i.ytimg.com/vi/gh48wM6bPWQ/hqdefault.jpg
268930,Black Bottom Cupcakes,Amazing Black Bottom Cupcakes Recipe,https://youtube.com/watch?v=1ZpDrZTJfQk,https://i.ytimg.com/vi/1ZpDrZTJfQk/hqdefault.jpg
2020012,Carmel Sauce for Pudding,STICKY DATE PUDDING WITH CARAMEL SAUCE RECIPE,https://youtube.com/watch?v=3E9ZYJr_gCs,https://i.ytimg.com/vi/3E9ZYJr_gCs/hqdefault.jpg
1925760,Curried Fruit and Cream Pizza,Curried Fruit &amp; Cream Pizza in a Minute!,https://youtube.com/watch?v=XRZLqkjgr6c,https://i.ytimg.com/vi/XRZLqkjgr6c/hqdefault.jpg
879586,Old Fashioned Peach Ice Cream,Make the Viral Japanese Peach Ice Cream at home 🍑,https://youtube.com/watch?v=X-MP2OrN4bM,https://i.ytimg.com/vi/X-MP2OrN4bM/hqdefault.jpg
440638,Italian Chicken,Italian chicken,https://youtube.com/watch?v=26PQ2O2QLOQ,https://i.ytimg.com/vi/26PQ2O2QLOQ/hqdefault.jpg
1188567,"""Hershey'S""Triple Layer Cheesecake",Triple Layer Chocolate Cheesecake ❤️ #alazizfoodrecipes #shorts #cake,https://youtube.com/watch?v=k-QeBX-AqeI,https://i.ytimg.com/vi/k-QeBX-AqeI/hqdefault.jpg
1578268,Hot & Sour Soup,AUTHENTIC HOT and SOUR Soup Recipe! RESTAURANT QUALITY!,https://youtube.com/watch?v=0hr_PlhClGg,https://i.ytimg.com/vi/0hr_PlhClGg/hqdefault.jpg
1929529,Barbecued Beef Brisket Recipe,Texas Smoked Brisket Recipe | Over The Fire Cooking by Derek Wolf,https://youtube.com/watch?v=dvu_eNfqb30,https://i.ytimg.com/vi/dvu_eNfqb30/hqdefault.jpg
106285,Yeast Rolls,The EASIEST Yeast Rolls You Will Ever Make-Quick Yeast Rolls,https://youtube.com/watch?v=l6YCZK9_EyU,https://i.ytimg.com/vi/l6YCZK9_EyU/hqdefault.jpg
1180910,Vegan Chili,VEGAN CHILI RECIPE | how to make delicious vegetarian chili,https://youtube.com/watch?v=ldCpCIlvz1Q,https://i.ytimg.com/vi/ldCpCIlvz1Q/hqdefault.jpg
1902616,Gluten Free Cheesecake,Gluten Free Blueberry Cheesecake |  Popping with fresh flavors!,https://youtube.com/watch?v=uieQESyQdVU,https://i.ytimg.com/vi/uieQESyQdVU/hqdefault.jpg
65780,Peanut Butter Blossoms,EASY Peanut Butter Blossom Cookies Recipe,https://youtube.com/watch?v=Q3WSgY7dHXQ,https://i.ytimg.com/vi/Q3WSgY7dHXQ/hqdefault.jpg
1483299,Bloody Mary-Flavored Gazpacho Recipe,Spicely Organics Bloody Mary Gazpacho,https://youtube.com/watch?v=6FCj-AqxWo4,https://i.ytimg.com/vi/6FCj-AqxWo4/hqdefault.jpg
818489,Mints,The Lemon &amp; Mint Drink That Runs Through My Veins | The Golden Balance,https://youtube.com/watch?v=EypcOCy-8Dw,https://i.ytimg.com/vi/EypcOCy-8Dw/hqdefault.jpg
329624,Peaches In Cream Cake,Easy Peaches &amp; Cream Cake Recipe | Peach Shortcake Cake,https://youtube.com/watch?v=Ph-teNGOguo,https://i.ytimg.com/vi/Ph-teNGOguo/hqdefault.jpg
431518,Spinach Casserole 1,Spinach Casserole with Michael&#39;s Home Cooking,https://youtube.com/watch?v=_r_GOBNqemU,https://i.ytimg.com/vi/_r_GOBNqemU/hqdefault.jpg
1489447,Sweet Pineapple Casserole,MeMe&#39;s Recipes | Pineapple Casserole,https://youtube.com/watch?v=dpXLyV6OikA,https://i.ytimg.com/vi/dpXLyV6OikA/hqdefault.jpg
1299987,Potatoes Grand Mere (Scalloped Potatoes) ,Homemade Scalloped Potatoes,https://youtube.com/watch?v=bCakPV9n_-k,https://i.ytimg.com/vi/bCakPV9n_-k/hqdefault.jpg
1304110,Lemon-Basil Orzo With Parmesan ,Lemon Orzo with Parmesan and Peas | RecipesTested,https://youtube.com/watch?v=HCXnAVrNVEs,https://i.ytimg.com/vi/HCXnAVrNVEs/hqdefault.jpg
1415759,Apple-Raspberry Pie,“Outrageous”  Apple Raspberry Pie,https://youtube.com/watch?v=ACIEElCT7Zc,https://i.ytimg.com/vi/ACIEElCT7Zc/hqdefault.jpg
1106204,Chambord Vodka Soda,Chambord Vodka Lemonade,https://youtube.com/watch?v=epkQPdaCkFs,https://i.ytimg.com/vi/epkQPdaCkFs/hqdefault.jpg
