RecipeID,RecipeTitle,Directions,Source
1296518,Grandma'S Cheese Balls W/Olives ,"[""Mix dough. Freeze until firm. Cook in 350 degree oven about 20 minutes.""]",www.epicurious.com/recipes/member/views/grandmas-cheese-balls-w-olives-52962751
778886,Rice Peggy Jane,"[""Saute bacon and onion."", ""Put all ingredients in baking dish. Bake at 350\u00b0 for 1 hour.""]",www.cookbooks.com/Recipe-Details.aspx?id=210525
782543,Poppy Seed Dressing,"[""Combine all ingredients in blender."", ""Shake well before serving."", ""This is especially good on spinach salad and strawberries.""]",www.cookbooks.com/Recipe-Details.aspx?id=681592
1772866,Flourless Chocolate Cake,"[""Butter a small ring mold and dust it with flour, tapping out excess."", ""Preheat oven to 350F."", ""Cream butter."", ""Add chocolate and blend well."", ""In another bowl, whisk eggs with sugar until combined well."", ""Add eggs to chocolate and beat well."", ""Sift cornstarch over batter and stir in."", ""Stir in Cointreau."", ""Pour batter into prepared pan."", ""Put in larger pan, add enough hot water to reach halfway up sides of pan."", ""Bake in the middle of oven for 1 hour to 1 hour and 10 minutes, or until a tester comes out clean."", ""Remove cake and let cool 10 minutes."", ""Invert onto a plate."", ""Let cool completely in mold and then lift mold off cake."", ""May be made 1 day in advance and kept, covered loosely, at room temperature."", ""Serve with whipped cream.""]",www.food.com/recipe/flourless-chocolate-cake-63549
2141939,Hungarian Placki (Potato Pancakes with Spicy Tomato-Beef Sauce),"[""For the Hungarian-style tomato-beef sauce: Place the ground beef in a large skillet."", ""Brown the ground beef and put on the side."", ""In a different saute pan, add the vegetable oil and heat."", ""Add the onions and saute for 2 minutes."", ""Add the green and red bell peppers and saute for another 2 minutes."", ""Add the canned tomatoes, paprika, crushed red pepper, garlic, cayenne and the browned ground beef."", ""Add salt and pepper to taste."", ""Cover the pan and cook on low heat for up to 1 hour, stirring occasionally."", ""Please note that the sauce can be made in advance."", ""For the potato pancakes (placki):Combine the potatoes, onion, eggs and flour in a large bowl and mix well."", ""Add salt and pepper."", ""The mixture will be on the thicker side."", ""Heat the oil in a heavy skillet."", ""Place 2 tablespoons of the mixture into the hot oil, and flatten down gently with a spoon."", ""Turn the heat to medium."", ""Cook until the are golden brown on each side."", ""To serve, place 2 tablespoons of sauce on top of 2-4 pancakes and garnish with a tablespoon of sour cream and parsley.""]",www.foodnetwork.com/recipes/hungarian-placki-potato-pancakes-with-spicy-tomato-beef-sauce-recipe.html
1833067,Brownie Pizza,"[""Prepare brownie batter as directed on package; spread evenly into 12 greased 12-inch pizza pans (or 1 pizza pan for trial recipe)."", ""Bake in 325F-convection oven for 16 to 20 minutes or until toothpick inserted in centers comes out clean."", ""Cool completely."", ""Place milk and pudding mix in large bowl of electric mixer fitted with paddle attachment."", ""Beat on low speed 15 seconds or until moistened."", ""Scrape bowl."", ""Beat on medium speed 2 minutes or until smooth and creamy."", ""Refrigerate at least 1 hour or until ready to use."", ""Spread pudding evenly over brownie crusts."", ""Garnish with decorative circular rows of shingled fruit slices."", ""Sprinkle with coconut and chips.""]",www.kraftrecipes.com/recipes/-1692.aspx
269029,Italian Dressing,"[""Combine ingredients; shake or mix well until blended."", ""Put into pint bottle and refrigerate."", ""Shake well before using.""]",www.cookbooks.com/Recipe-Details.aspx?id=774727
1293340,Peach Pain Perdu ,"[""SAUCE:"", ""puree the peaches with 2 T water and set aside. In a saucepan, melt butter over med heat. When the foam subsides, stir in the sugar, lemon juice and salt. Cook until sugar melts and begins to caramelize. Stir in the peach puree, and boil 1 min. Remove from heat and slowsly add cream. Stir to combine, and set aside to cool."", ""ROASTED PEACHES"", ""Preheat oven to 350F. In a bowl, toss peaches with honey and vanilla. Spread out in an oiled baking dish and bake about 10 to 15 min until slightly softened."", ""ASSEMBLE:"", ""In a large bowl, whisk together egg yolks, sugar, salt and vanilla. Gradually whisk in cream. Pour mixture into baking dish. Coat the brioche slices in the mixture, letting them absorb for 5 min. Brush a large pan with clarified butter. Over med heat, brown briocheon each side until golden. Place slices on baking sheet in a 200F oven for a few min. Serve with the opeache caramel sauce, roasted peaches and scoop of sorbet on side if desired""]",www.epicurious.com/recipes/member/views/peach-pain-perdu-50055646
374503,Fruitcake Cookies,"[""Cream margarine and sugar."", ""Add beaten eggs, wine and 1 1/2 cups flour to which"", ""salt,"", ""cloves"", ""and cinnamon have been added. Dredge cut up fruit"", ""in"", ""remaining"", ""1 cup flour."", ""Fold dredged fruit and pecans"", ""into"", ""other"", ""batter."", ""Batter will be very stiff. Drop by"", ""teaspoons"", ""on greased cookie sheet (make small)."", ""Bake at 350\u00b0 for"", ""about"", ""15 minutes or until slightly brown."", ""Makes many."", ""Store in airtight container.""]",www.cookbooks.com/Recipe-Details.aspx?id=612890
1702964,Marinated Olive Salad with Shaved Fennel and Parmesan,"[""Mix picholine, nicoise, gaeta and cracked Sicilian olives together in large mixing bowl."", ""Toss in fresh oregano and let stand."", ""Shave fennel bulb on a slicer or slice as thin as possible with a kitchen knife."", ""Add fennel to olives and toss with lemon juice to mix well."", ""Place in large serving bowl."", ""Shave parmesan over top of salad with vegetable peeler and serve.""]",www.foodgeeks.com/recipes/5345
597210,Sausage Balls,"[""Cut cheese into cubes."", ""Place in microwave until melted. Place sausage, Bisquick and cheese in large mixing bowl; mix well. Shape into small balls; place on cookie sheet."", ""Bake in preheated 350\u00b0 oven for 15 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=1072805
1594429,Hemp Heart Cookies,"[""Combine flour, salt and baking powder in a bowl"", ""Beat coconut oil and sugar with a mixer until smooth"", ""Blend egg and vanilla, then add to the mixture"", ""Add the flour mixture and blend"", ""Add the hemp hearts and mix in"", ""Wrap dough in plastic wrap and place in fridge for 1 hour"", ""Remove and let get to room temperature before rolling"", ""Preheat oven to 350\u00b0 F"", ""Roll cookie dough on silicone mat (slightly floured) to 1/4\"" thickness"", ""Cut into shapes"", ""Place on baking tray and bake for approximately 9 minutes"", ""Cool for 5 minutes and move to cooling rack"", ""When completely cool, dip in melted chocolate and decorate"", ""Lay on silicone mat"", ""Let harden"", ""ENJOY!!""]",www.yummly.com/recipe/Hemp-Heart-Cookies-1491315
1802970,Chicken Fiesta Dip,"[""Heat oven to 350 degrees F."", ""Mix first 3 ingredients in medium bowl."", ""Stir in chicken, 1/2 cup shredded cheese, and onions."", ""Spoon into 9-inch plate."", ""Bake 25 minutes or until heated through."", ""Top with remaining shredded cheese, tomatoes, and olives.""]",www.delish.com/recipefinder/chicken-fiesta-dip-recipe-kft0213
468490,Chunky Vegetarian Chili,"[""In a Dutch oven, saute green pepper, onion and garlic in oil until tender. Stir in all remaining ingredients; bring to a boil. Reduce heat; cover and simmer for 25 to 30 minutes or until rice is cooked, stirring occasionally. If thinner chili is desired, add additional water. Makes 11 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=794996
1894233,Homemade Ho-Hos,"[""Preheat the oven to 350 degrees F."", ""To make the Cake: Butter the jelly roll pan and line it with parchment paper; then butter the paper to assure release."", ""Bring a saucepan of water to a simmer."", ""In the bowl from a standing mixer, combine the eggs, yolks, sugar, vanilla in a bowl and whisk briefly."", ""Set the bowl over the simmering water and stir until warm and the sugar looks dissolved."", ""Attach the bowl to the standing mixer fitted with a whisk, and whip until light and fluffy, about 6 minutes."", ""Meanwhile, sift together the flour, cocoa, and baking powder 3 times."", ""Remove the bowl from the mixer and, while folding the egg mixture, sift in the flour mixture, little by little, until incorporated."", ""Drizzle in the clarified butter, while folding the batter."", ""Immediately pour the batter into the prepared pans dividing equally and smooth the tops with a spatula."", ""Bake until lightly browned and it starts to pull away from the edges of the pan, about 14 to 16 minutes."", ""Remove the cakes from the oven and let sit in the pan for 1 minute."", ""Run a knife along the edge to release the cake then flip it out onto parchment paper."", ""Brush the paper (the one you lined the pan with) with water and let soak for 2 minutes."", ""Peel it off the cake."", ""Trim dry edges from the cake."", ""Let cool covered with plastic wrap."", ""To make the Filling: In the bowl of a standing mixer, combine the sugar and butter and mix on low speed until well blended; then increase speed to medium and beat for another 3 minutes."", ""Add vanilla and cream and continue to beat on medium speed for 1 minute more, adding more cream for spreading consistency, if needed."", ""Spread the sponge cakes with a thin layer of the filling, leaving a 1/4-inch space at the far edge."", ""Roll the cake tightly on the long side until you have rolled a 1 1/2-inch thick log."", ""Cut the log off from the remaining sheet of cake and place seam side-down."", ""Repeat with remaining cake."", ""Chill the logs for 30 minutes; then cut into 2 1/2-inch sections."", ""To make the Glaze: Melt the 2 ingredients together in the top of a double boiler or a bowl set over barely simmering water, stirring occasionally."", ""Line a cookie sheet with parchment paper or a nonstick baking mat."", ""One at a time, gently drop the cake rolls into the hot chocolate."", ""Lift out with a fork and let excess chocolate drip back into the bowl."", ""Place on the cookie sheet and let set at room temperature until the coating is firm, about 1 to 2 hours.""]",www.foodnetwork.com/recipes/homemade-ho-hos-recipe.html
14531,Death By Chocolate,"[""Bake cake per directions in a 13 x 9-inch pan."", ""Cool."", ""Poke holes in cake."", ""Drizzle with Kahlua and refrigerate overnight. Prepare mousse per directions."", ""Cut cake in small squares."", ""Layer bottom of glass bowl with cake squares."", ""Cover with a layer of mousse, then layer with Cool Whip and smashed Heath bars."", ""Repeat layers, ending with Heath bars.""]",www.cookbooks.com/Recipe-Details.aspx?id=402840
2073794,"Fresh Corn Salad, Shrimp, Jalapeno, Red Onion & Creme Fraiche","[""Fill a saucepan with 6 cups of water, add the corn and some salt and bring to a boil, then reduce to a simmer and cook for 9-12 minutes."", ""Once cooked, take off the heat and allow the corn to cool in the liquid, then shave the kernels from the cobs, using a sharp knife, and place into a large bowl."", ""Discard the cooking water and ears or save to make a broth."", ""Place the sunflower oil and tarragon in a 4-cup capacity saucepan and bring to a simmer, then immediately take off the heat and add the shrimp."", ""Leave for 5-10 minutes."", ""You only want to slightly confit the shrimp."", ""You can, if you like, steam the shrimp."", ""Remove with a slotted spoon."", ""Add the jalapeno, onion, cucumber, creme fraiche and 8 of the shrimp along with 1 teaspoon of the confit oil, lemon juice, season with salt and pepper and mix gently."", ""Mix in half of the scallion, mint and cilantro."", ""Arrange on a plate and top with the rest of the shrimp, scallion and herbs.""]",www.cookstr.com/recipes/fresh-corn-salad-shrimp-jalapentildeo-red-onion-amp-cregraveme-fraicircche
367530,"Creamy Chicken, Apples, And Sweet Potatoes","[""Combine 1/2 tsp. salt, 1/4 tsp pepper, 1/2 tsp thyme and sprinkle over both side of chicken."", ""In skillet melt 1 tbsp butter over medium-high heat."", ""Add apples, 1/4 tsp salt to skillet."", ""Cook turning occasionally until browned, 4-5 minutes."", ""Remove apples from skillet, reserve."", ""In same skillet melt 1 tbsp butter and chicken, cook until browned, 4-5 minutes each side and remove."", ""In same skillet melt remaining butter, and potatoes, onion, and remaining salt, pepper, and thyme."", ""Cook stirring occasionally until slightly browned 3-4 minutes."", ""Add juice, cook until reduced by half, 2-3 minutes."", ""Stir in broth."", ""Cover and reduce heat to medium-low."", ""Simmer 10 minutes, stir in cream."", ""Add reserved apples, chicken."", ""Cook until potatoes are tender and chicken is done."", ""With slotted spoon transfer chicken, potatoes and apples to serving platter."", ""Increase heat to high and cook sauce in skillet until thickened."", ""Stir in parsley."", ""Spoon over chicken, potatoes, apples.""]",www.cookbooks.com/Recipe-Details.aspx?id=68885
467249,Chinese Pepper Steak,"[""Brown meat in oil."", ""Add onions, peppers and garlic."", ""Stir and simmer for two minutes."", ""Add tomatoes, soy sauce and sugar. Simmer for 15 minutes."", ""Serve over rice.""]",www.cookbooks.com/Recipe-Details.aspx?id=1011187
1673992,Granny Twichell's Secret Chocolate Cupcake Recipe,"[""Preheat the oven to 325 degrees Fahrenheit."", ""Heat 1 inch of water in the bottom half of a double boiler over medium heat."", ""Place 10 ounces semisweet chocolate, 1 cup heavy cream and 2 ounces unsweetened chocolate in the top half of the double boiler."", ""tightly cover with plastic wrap."", ""Allow to heat for 8 minutes."", ""Remove from the heat and stir until smooth."", ""Set aside until needed."", ""Place the eggs, sugar and vanilla extract in the bowl of an electric mixer fitted with a paddle."", ""Beat on medium until lemon-colored and slightly thickened, about 4 minutes."", ""Add the melted chocolate mixture and beat on medium for 15 to 20 seconds more."", ""Add the cake flour, baking soda and chocolate chips, and beat on low for 10 seconds."", ""Increase to medium and beat for an additional 10 seconds."", ""Remove the bowl from the mixer."", ""Use a rubber spatula and thoroughly combine the batter."", ""Evenly divide the mixture into 18 bake cups that have already been positioned into muffin tins, filling the cups to within 1/4 below the rim."", ""Bake in the preheated oven until a toothpick inserted in the center comes out clean, about 25 to 30 minutes."", ""Remove from the oven and allow to cool to room temperature."", ""Heat 1/2 cup heavy cream in a 1 1/2-quart saucepan over medium-high heat."", ""Bring to a boil."", ""Place 6 ounces semisweet chocolate in a stainless steel bowl."", ""Pour the boiling cream over the chocolate and allow to stand for 5 minutes."", ""Stir with a whisk until smooth."", ""One at a time, dip the top of each of Granny's cupcakes into the chocolate icing."", ""Sprinkle the grated white chocolate over the icing on each cupcake, and refrigerate for 30 minutes to set the icing."", ""Allow the cupcakes to come to room temperature for 15 to 20 minutes before serving.""]",www.foodnetwork.com/recipes/granny-twichells-secret-chocolate-cupcake-recipe-recipe.html
1801239,Irish Trifle,"[""Make the cake: Brush a 9-inch cake pan with softened butter and lightly flour sides."", ""Lay pan on a sheet of parchment paper and trace around bottom of pan."", ""Cut parchment round and place in pan with pencil marks facing down."", ""Heat oven to 350 degrees."", ""Sift cake flour and cornstarch into a bowl or onto a sheet of parchment."", ""In the bowl of the stand mixer fitted with the paddle, combine 2 eggs, half the sugar and the vanilla."", ""Mix at low speed for 30 seconds to combine."", ""Turn mixer to highest speed and beat for 5 minutes, until mixture is light, pale and fluffy."", ""Turn mixer down to medium and beat for 3 minutes."", ""Scrape mixture out into a large bowl."", ""Gently fold in half the flour mixture, then gently fold in remaining half."", ""Wash the stand mixer bowl thoroughly with soap and hot water, then dry."", ""Add egg whites, remaining sugar and salt to bowl."", ""Using the whisk attachment, beat at medium speed for 3 to 4 minutes, or long enough to obtain a soft, creamy meringue."", ""Do not over-whip; you do not want a stiff and dry meringue."", ""Carefully fold half the egg white mixture into batter, along with melted butter."", ""Carefully fold in remaining egg white mixture."", ""Gently scrape into prepared cake pan."", ""Put cake pan on a baking sheet and place in oven."", ""Bake 30 minutes, until light golden brown and a tester comes out clean."", ""Remove from oven and reverse onto a rack."", ""Remove parchment paper and cool for 5 minutes, then flip cake over and let cool completely."", ""Wrap tightly in plastic if not using right away."", ""Cake can be made a few days ahead and refrigerated, or frozen for several weeks."", ""Assemble the trifle: At least 6 hours, and no more than 24 hours, before you plan to serve trifle, spread top of cake with jam and cut into 2-inch squares."", ""Line a flat wide bowl (preferably a trifle dish) with cake squares, in one layer."", ""Douse cake with 2 to 4 tablespoons cream sherry, more if desired."", ""Cover with parchment or plastic wrap , set a plate on top, and set a weight (such as a large can of tomatoes) on top of the plate."", ""Cover and refrigerate for 4 hours or longer."", ""Uncover cake."", ""Spike creme anglaise with a tablespoon or two of sherry if desired, and pour over cake."", ""Chill for an hour or more in refrigerator."", ""Just before serving, beat cream until it forms soft peaks, and flavor it with a spoonful of cream sherry if desired."", ""Spoon over trifle."", ""Dust with a very small amount of nutmeg and serve.""]",cooking.nytimes.com/recipes/1015856
926232,Eggplant And Pepper Parmesan Sandwiches,"[""Preheat the oven broiler."", ""Place the eggplant and red bell pepper on a medium baking sheet, and season with salt and pepper. Broil 5 to 10 minutes, until tender and slightly browned."", ""Cut baguette in half lengthwise. Spread bottom half with goat cheese, followed by tapenade. Layer with eggplant and red pepper, then sprinkle with Parmesan cheese. Cover with top half of baguette. Cut into 4 pieces. Serve hot or cold.""]",www.allrecipes.com/recipe/17977/eggplant-and-pepper-parmesan-sandwiches/
1370187,Watermelon Sour Cream Popsicles,"[""Remove the peel of the watermelon. Place in the blender together with the rest of the ingredients and blend until very smooth."", ""Add more sugar/honey or lemon juice according to your taste."", ""Pour the mixture into the popsicle moulds and freeze.""]",food52.com/recipes/37138-watermelon-sour-cream-popsicles
492932,Apple Cake,"[""Blend eggs, oil and sugar until creamy."", ""Add flour, a little at a time."", ""Blend well (batter will be stiff)."", ""Fold in apples, coconut and nuts."", ""Pour into pan and bake for 1 hour at 325\u00b0."", ""Let cool for 30 minutes before pouring on icing.""]",www.cookbooks.com/Recipe-Details.aspx?id=581258
544146,Whipped Cream Fruit Tarts,"[""In small mixing bowl, with mixer on high, beat heavy cream until soft peaks form."", ""Slowly add honey. Continue to beat until stiff peaks form. Fill each tart shell 3/4 full with whipped cream mixture. With melon baller, scoop out honeydew and cantaloupe into balls. Decorate tops of tarts with melon balls and cut strawberries."", ""Brush with currant jelly to glaze."", ""Serve immediately.""]",www.cookbooks.com/Recipe-Details.aspx?id=422184
1761015,Herbed Cheese Quick Bread,"[""Preheat the oven to 375 F and lightly oil a loaf pan."", ""Mix dry ingredients together in a large bowl and then stir in the herbs and cheese."", ""In a smaller bowl, beat the egg and milk together."", ""Add the wet ingredients to the dry ingredients and mix until just combined."", ""The batter will be stiff, but this is normal."", ""Use a spatula to put the batter in the loaf pan, smoothing the top when done."", ""Bake for 40-45 minutes until the top is solid and a knife in the centre comes out clean."", ""Cool for 5 minutes on a wire rack before removing from the pan."", ""Serve warm.""]",www.food.com/recipe/herbed-cheese-quick-bread-24575
411143,Sleeping Dinosaur Sandwiches,"[""Cut toasted bread slices in half and place on a cookie sheet one inch apart."", ""Boil hot dogs until done, then place 3 or 4 round slices of hot dog on each piece of toast (if using pickle, place one slice on each piece of toast)."", ""Lay 1/2 slice of cheese over each \""dinosaur\"" to form a blanket, then broil for 1 to 3 minutes or until cheese melts."", ""Remove from oven and stick chow mein noodles under the cheese so that the ends hang out."", ""This it the dinosaur tail."", ""Allow to cool and they're ready to eat.""]",www.cookbooks.com/Recipe-Details.aspx?id=578315
1899649,Rocky Mountain Benedict,"[""Split the English muffins in half and then toast or grill them; set them aside."", ""Fill a large shallow pan with 2 to 3 inches of water and bring to a boil."", ""Reduce the heat to a simmer and gently break the eggs into the boiling water."", ""Cook the eggs until the yolks are set to the desired doneness, about 3 minutes."", ""Remove the eggs from the heat."", ""Warm the smoked trout in a nonstick skillet over medium-high heat for 30 seconds or until heated through."", ""Arrange the toasted English muffins on plates and top with the trout."", ""Using a slotted spoon, place 1 poached egg on top of each English muffin."", ""Spoon warm Hollandaise Sauce over the eggs and sprinkle with parsley and a dash of paprika, to garnish."", ""Serve immediately."", ""This recipe was provided by professional chefs and has been scaled down from a bulk recipe provided by a restaurant."", ""The Food Network Kitchens chefs have not tested this recipe, in the proportions indicated, and therefore, we cannot make any representation as to the results."", ""Melt the butter over medium heat in a heavy saucepan."", ""While butter is melting, whisk together white wine, lemon juice, and hot sauce in a large metal bowl."", ""Whisk in the egg yolks."", ""Place the bowl over a skillet of simmering water and continue whisking over medium heat until a custard consistency develops."", ""Slowly whisk in the melted butter."", ""Continue whisking until the sauce is rich and smooth.""]",www.foodnetwork.com/recipes/rocky-mountain-benedict-recipe.html
1597655,Tender Roasted Pork Chops And Broccoli With Mushroom Tarragon Sauce,"[""Preheat oven to 400."", ""Heat non-stick skillet over medium heat with 1 tbs olive oil. Add boneless pork chops lightly seasoned with salt and pepper. Brown on both sides and place on cookie sheet. Bake in oven for 20 minutes, until cooked through. Thicker chops may take longer, or thinner chops may take less time. Be sure to check for doneness. You don't want dry chops."", ""In the meantime, add 1 tbs olive oil to the skillet with shallots and garlic. Saute for 5 minutes, stirring frequently."", ""Add wine and cook another few minutes until wine is reducing, then add chicken broth and Wondra. Cook another minute, then add mushrooms, broccoli florets and tarragon."", ""Cook until vegetables are tender and sauce is reduced to a thicker consistency.""]",www.yummly.com/recipe/Tender-Roasted-Pork-Chops-and-Broccoli-With-Mushroom-Tarragon-Sauce-1672975
544108,Wilted Lettuce With Franks,"[""Saute bacon until crisp; add franks."", ""Saute until brown."", ""Add bacon and franks to lettuce in salad bowl."", ""Return 3 to 4 tablespoons grease to skillet; add vinegar, garlic, sugar, salt, pepper and mustard."", ""Bring to boil."", ""Stir well and pour over lettuce until coated.""]",www.cookbooks.com/Recipe-Details.aspx?id=405214
692674,Pizza Noodle Bake,"[""Brown beef and onion."", ""Put a layer of uncooked noodles in a 9 x 9-inch baking dish."", ""Add beef and onion."", ""Mix tomato sauce, water and spices together and pour over meat and noodles."", ""Bake at 350\u00b0 for one hour (covered)."", ""During the last 7 minutes, top the dish with cheese and finish baking covered."", ""Cut into squares and serve at once."", ""Serves 4.""]",www.cookbooks.com/Recipe-Details.aspx?id=340560
42569,Butter Pecan Dessert,"[""Mix"", ""graham cracker crumbs and Ritz cracker crumbs with melted margarine."", ""Press\tinto"", ""13"", ""x 9-inch glass casserole. Bake at 350\u00b0 for 10 minutes and cool."", ""Mix ice cream with milk and pudding."", ""Pour"", ""over crust."", ""Top with Cool Whip."", ""Sprinkle crushed Heath bars on top.\tFreeze.""]",www.cookbooks.com/Recipe-Details.aspx?id=632589
1884532,Easy Chilli,"[""Chop onion and saute in a little bit of olive oil over medium high heat."", ""Break up ground beef and add to pot."", ""Use a spoon to break it up while it cooks."", ""Cook until no longer pink, 5-7 minutes..."", ""Add beans, tomatoes, rotel, seasonings, corn and raise to high heat."", ""Once you bring it to a boil, reduce to medium heat and cover for 50 minutes."", ""Enjoy!"", ""Optional: top with shredded cheddar cheese."", ""I serve it with either white rice or blue corn tortilla chips.""]",cookpad.com/us/recipes/356219-easy-chilli
67245,Custard Pie,"[""Beat the eggs together with the sugar."", ""Mix this with the rest of the ingredients."", ""Pour into a pie pan and bake at 450\u00b0 for 10 minutes, then bake at 325\u00b0 for 25 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=974957
1244129,Chicken Barley Soup,"[""In a large dutch oven, saute onion, celery, carrots, & garlic in olive oil for 5 minutes. Add broth, water, salt, thyme, & pepper.Bring to a boil."", ""Reduce heat & simmer, partially covered, for 25 minutes."", ""Add chicken & barley. Cook for 10 minutes.""]",www.food.com/recipe/chicken-barley-soup-227889
688535,Buttermilk Biscuits,"[""Preheat oven to 450\u00b0."", ""In a large bowl, sift together flour, baking soda, salt and baking powder."", ""Mix in shortening."", ""Add milk and mix well."", ""(The dough should be easy to handle and hold together.)"", ""Turn out onto a floured surface."", ""Flour your hands and gently knead the dough to form a smooth ball."", ""Flatten with your hands and roll dough out to about 1/2-inch thickness."", ""Cut with a biscuit cutter and place biscuit on greased cookie sheet."", ""Roll leftover dough back into a ball, roll out and cut again."", ""Bake for 15 to 20 minutes or until golden brown.""]",www.cookbooks.com/Recipe-Details.aspx?id=237442
668050,Taco Dip,"[""Layer all ingredients in order listed. Use a 9 x 11-inch pan. Bake at 350\u00b0 for approximately 20 minutes or until cheese is fully melted."", ""Dip with nacho chips.""]",www.cookbooks.com/Recipe-Details.aspx?id=387282
1505095,Mashed Potato For One,"[""In a small bowl, mash all ingredients until smooth. Spoon into a small microwave-safe dish. Cook on high for 30 seconds or until heated through.""]",www.tasteofhome.com/recipes/mashed-potato-for-one/
633513,Coconut Pecan Cookies,"[""Grease cookie sheet."", ""Combine all ingredients and roll into balls about size of walnuts."", ""Bake on cookie sheet until golden brown (approximately 10 to 15 minutes) at 350\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=616456
1296660,Savvy Shrimp Saute'  Mediterranean Style ,"[""1. Cook linguine in boiling salted water, when done a la dente, drain, set aside."", ""2. In saute or fry pan, using med-high heat, saute minced garlic in olive oil, add sliced onions. When onions are translucent, add mushrooms."", ""3. After 5 minutes total cooking time, add sun-dried tomatoes for another minute. Add salt and pepper to taste. Now add goat cheese, yogurt, and sour cream."", ""4. Within another minute or two, add raw shrimp. One minute more while stirring, as shrimp 'pinks', simmer one last half-minute. If shrimp is already cooked, please add only in the last half-minute to saute mixture."", ""5. Pour mixture over individual plates of linguine. Sprinkle with fresh or dried Basil."", ""6. Optional: Serve with a simple romaine and arugula (or plain romaine) salad with campari (or other) tomatoes, little crumbled goat cheese using olive oil and red wine vinegar with a splash of balsamic vinegar, add pieces of pecans or walnuts, if desired.""]",www.epicurious.com/recipes/member/views/savvy-shrimp-saute-mediterranean-style-1201573
1064547,Pork Loin With Cilantro Sauce,"[""Cover the bottom of a roasting pan with branches of fresh rosemary."", ""Trim fat from pork. Place pork loin directly on rosemary and roast in a 325 degree oven for 45 minutes per pound or until meat thermometer reads 160 degrees."", ""Combine remaining ingredients in a blender and puree to form a thin sauce. Refrigerate for at least 1 hour."", ""To serve, slice pork and drizzle sauce over the slices.""]",www.food.com/recipe/pork-loin-with-cilantro-sauce-452436
231139,Frosted Cauliflower,"[""Cook a medium size cauliflower (whole) 12 to 15 minutes. Drain well."", ""Place it on a baking plate."", ""Mix mayonnaise and mustard and spread on cauliflower."", ""Sprinkle with cheese."", ""Bake at 375\u00b0 about 10 minutes or until cheese melts.""]",www.cookbooks.com/Recipe-Details.aspx?id=688213
1411924,Saffron Chicken And Rice With Dates,"[""Heat oil in a large saucepan over medium-high heat. Sprinkle chicken with 1/4 teaspoon salt and pepper. Add chicken to pan, and saute 5 minutes, browning on all sides. Remove chicken from pan; keep warm."", ""Add onion, 1/8 teaspoon saffron, and garlic to pan; saute 5 minutes or until onion is tender. Stir in reserved chicken, tomato juice, and dates; cover. Reduce heat to low, and cook 15 minutes. Uncover; cook 10 minutes. Remove from heat; keep warm."", ""Combine 1/4 teaspoon salt, 1/8 teaspoon saffron, 2 cups water, and rice in a saucepan; bring to a boil. Cover, reduce heat, and simmer 20 minutes or until rice is tender and water is absorbed. Fluff with a fork. Serve the chicken mixture over rice mixture. Garnish with sliced green onions and lemon wedges, if desired.""]",www.myrecipes.com/recipe/saffron-chicken-rice-with-dates
1725803,Banana Split Breakfast Drink Recipe,"[""Combine all ingredients in blender."", ""Whip till smooth."", ""This recipe yields 3 servings."", ""Description: \""When served very cool (not frzn) this is similar to Dairy Queen's Banana Split Blizzard.\""""]",cookeatshare.com/recipes/banana-split-breakfast-drink-77646
194099,Italian Love Cake,"[""Mix fudge marble cake as directed on package."", ""Pour into 13 x 9-inch pan."", ""In separate bowl, mix Ricotta cheese, sugar, eggs and vanilla well."", ""Spoon cheese mixture on top of unbaked cake."", ""Bake at 350\u00b0 for 1 hour."", ""Remove from oven and cool."", ""Frost with following recipe:""]",www.cookbooks.com/Recipe-Details.aspx?id=478416
1032329,Red Guacamole,"[""Heat chili peppers in oven until skin blisters; wash in cold water, peel and remove seeds, chop fine."", ""Mince tomato."", ""Add onions and minced tomato to the roasted peppers."", ""Peel avocados; remove seeds, mash and add to the chopped vegetables."", ""Season with salt to taste and mayonnaise or french dressing.""]",www.food.com/recipe/red-guacamole-222879
561294,Heavenly Caramels(Microwave)  ,"[""In 2-quart glass measuring cup with handle, combine sugar, heavy cream, corn syrup and butter."", ""Microwave at High for 5 minutes."", ""Stir well until sugar dissolves."", ""Microwave at High for 12 to 13 minutes or until mixture reaches 246\u00b0."", ""Stir in vanilla and walnuts."", ""Pour into buttered 8-inch square pan."", ""Let stand until firm."", ""Cut into squares and wrap individually in waxed paper."", ""Makes 1 1/4 pounds.""]",www.cookbooks.com/Recipe-Details.aspx?id=549531
913503,Vodka Gimlet,"[""Mix lime juice and vodka together in a shaker until blended. Pour into a glass filled with ice; top with lemon zest.""]",www.allrecipes.com/recipe/254310/vodka-gimlet/
187839,Bible Cake,"[""Cream butter and sugar."", ""Add eggs, one at a time."", ""Sift salt, flour, baking powder and spices."", ""Mix honey with water and add alternately to first mixture with dry ingredients."", ""Add raisins, figs and nuts."", ""Pour into greased tube pan."", ""Bake at 375\u00b0 until tests done.""]",www.cookbooks.com/Recipe-Details.aspx?id=399278
